Image Name,LoG Variance,LoG Range,Canny Percentage Features,FFT Magnitude,Specularities,%,Clean Specularities,%,Adequate Contrast
cutmark.0.bmp,134.50683682695552,48.0,74.33246527777779,16.79820593235718,False,0.0,False,0.0,True
cutmark.1.bmp,101.40208815651219,42.0,72.07351434426229,14.065216442193407,True,0.014230418943533699,False,0.0,True
cutmark.10.bmp,31.571329440578605,24.0,50.68770953065134,4.540301953719591,False,0.0,False,0.0,False
cutmark.101.bmp,41.883258817540934,26.0,56.36987971391417,6.728215058084836,True,0.0020318595578673604,False,0.0,False
cutmark.102.bmp,30.992398430385553,22.0,46.22088025918497,4.2557511201521185,False,0.0,False,0.0,False
cutmark.103.bmp,27.82762038377941,20.0,43.209660278643916,2.6764849036338867,False,0.0,False,0.0,False
cutmark.105.bmp,25.565368213194994,20.0,45.66486486486486,2.1279514400630477,False,0.0,False,0.0,False
cutmark.107.bmp,29.73934700306074,22.0,44.881151062085856,3.253537677935148,False,0.0,False,0.0,False
cutmark.108.bmp,26.34957977027502,20.0,33.73377092492827,1.7724625298057701,False,0.0,False,0.0,False
cutmark.109.bmp,20.86269346334301,18.0,23.78748557402211,-1.3403544445595608,False,0.0,False,0.0,False
cutmark.110.bmp,24.81869803525971,20.0,35.365637651821864,3.478183354768336,False,0.0,False,0.0,False
cutmark.113.bmp,28.360638349892476,20.0,37.055101310126624,3.7987345755056796,False,0.0,False,0.0,False
cutmark.116.bmp,36.72949187438182,20.0,43.8931475029036,3.941934795874666,False,0.0,False,0.0,False
cutmark.119.bmp,36.32277774275895,22.0,51.77758005764302,5.111782358491324,False,0.0,False,0.0,False
cutmark.120.bmp,34.748913778505624,22.0,47.47552367941712,5.4202537128223005,False,0.0,False,0.0,False
cutmark.121.bmp,30.013505490209052,20.0,29.509618354465466,3.24691833156063,False,0.0,False,0.0,False
cutmark.122.bmp,26.93375729424803,20.0,39.78880167909224,4.3533997768701695,False,0.0,False,0.0,False
cutmark.123.bmp,40.61533522160189,26.0,53.85115825181812,6.5294486591789775,False,0.0,False,0.0,False
cutmark.124.bmp,38.65413275845752,24.0,53.6265695276296,5.824935197419929,False,0.0,False,0.0,False
cutmark.126.bmp,35.63265201717995,22.0,45.1003702875591,6.295603722163993,False,0.0,False,0.0,False
cutmark.127.bmp,28.78099733333334,20.0,34.07666666666667,3.133258401894194,False,0.0,False,0.0,False
cutmark.130.bmp,24.90516205113526,20.0,33.58390831988388,1.8648696726710727,False,0.0,False,0.0,False
cutmark.132.bmp,24.07144817797084,20.0,33.16632740166787,1.0019168994808072,False,0.0,False,0.0,False
cutmark.133.bmp,34.97105748215839,22.0,47.043534762833005,7.960421759166348,False,0.0,False,0.0,False
cutmark.134.bmp,33.27759702500567,22.0,43.07974661062104,5.655466771439319,False,0.0,False,0.0,False
cutmark.137.bmp,23.937892901222042,20.0,35.46284501061571,1.84618954841615,False,0.0,False,0.0,False
cutmark.138.bmp,27.063752441608354,20.0,31.92628588324527,2.0691742680744225,False,0.0,False,0.0,False
cutmark.139.bmp,33.49072391402789,22.0,45.472290807554586,4.649455096728281,False,0.0,False,0.0,False
cutmark.142.bmp,32.134820860335644,22.0,48.64090204854536,3.8314100384775225,False,0.0,False,0.0,False
cutmark.143.bmp,20.002701020403624,16.0,22.991474767270944,0.6933525816531751,False,0.0,False,0.0,False
cutmark.145.bmp,36.96940558635316,24.0,42.07223870179725,7.63531609180199,True,0.003838771593090211,False,0.0,False
cutmark.146.bmp,26.03033196096656,20.0,38.86830788814453,3.9447109385031127,False,0.0,False,0.0,False
cutmark.148.bmp,27.382193460080696,20.0,42.05888878323984,3.5196690439821015,False,0.0,False,0.0,False
cutmark.149.bmp,43.017200231475336,24.0,47.6689461209585,8.769592547312454,False,0.0,False,0.0,False
cutmark.15.bmp,55.54475203018838,28.0,63.38299215657707,8.701723302164675,False,0.0,False,0.0,False
cutmark.16.bmp,53.43481802402031,28.0,64.63216703368404,13.090854946324734,False,0.0,False,0.0,False
cutmark.2.bmp,93.80378620525643,38.0,73.11169236417034,14.87002336251806,False,0.0,False,0.0,True
cutmark.22.bmp,42.81384823652447,26.0,54.43451311534315,9.155420230042873,False,0.0,False,0.0,False
cutmark.23.bmp,53.332250022563166,28.0,64.86339493953707,9.173590565205703,False,0.0,False,0.0,False
cutmark.25.bmp,43.48113581198058,26.0,59.245505452402,7.321687742936423,False,0.0,False,0.0,False
cutmark.27.bmp,38.85585721991656,24.0,50.926067929481164,6.627686242707305,False,0.0,False,0.0,False
cutmark.28.bmp,134.0557283406366,48.0,72.33516785910842,17.262540694160084,False,0.0,False,0.0,True
cutmark.29.bmp,45.94561844861551,28.0,61.37876042044219,7.85204610074658,True,0.0033828681889573513,False,0.0,False
cutmark.30.bmp,56.01250136792112,28.0,65.94009303495096,9.856180793498835,True,0.008905372558880227,False,0.0,False
cutmark.32.bmp,66.20663182388115,32.0,67.8845486111111,10.096752198839708,False,0.0,False,0.0,True
cutmark.33.bmp,74.10196880333952,34.0,71.12986246744791,13.213636105366087,False,0.0,False,0.0,False
cutmark.34.bmp,53.49940074694569,28.0,63.35269174041298,9.948740040372536,False,0.0,False,0.0,False
cutmark.35.bmp,47.73344612472522,28.0,62.311115204614396,8.734736748921105,False,0.0,False,0.0,False
cutmark.4.bmp,51.02737178403624,26.0,61.39632936507936,7.870429605904986,True,0.006975446428571428,False,0.0,False
cutmark.42.bmp,52.3419412693849,28.0,66.27079133064517,8.982212195848355,False,0.0,False,0.0,False
cutmark.43.bmp,70.18762896822713,32.0,66.25515847393392,11.429758804133533,True,0.0028073327531512307,False,0.0,False
cutmark.46.bmp,27.44737981854044,20.0,45.98153846153846,2.2347864812048845,False,0.0,False,0.0,False
